TamanhoMatriz Tempo ANTES DEPOIS
64 0.011080 0.010362
100 0.027142 0.039111
128 0.044201 0.040981
200 0.103772 0.133199
256 0.169926 0.173097
512 0.711703 0.675378
600 0.932862 0.921506
900 2.091914 2.009353
1024 2.730411 2.973897
2000 10.406870 9.702268
2048 10.772489 10.120893
3000 23.274042 21.455110
4000 43.314524 38.066633
