TamanhoMatriz L3 ANTES DEPOIS
64 5676.0189 7330.1835
100 4538.8588 5403.8620
128 4583.4197 4985.2385
200 3870.9863 4632.2659
256 3937.1524 5807.2094
512 4720.9378 6367.5161
600 5203.9884 6449.6192
900 5958.4711 6399.2264
1024 6186.0286 5501.1188
2000 5999.1586 6650.0635
2048 6108.6283 6664.2972
3000 6092.3393 6679.1991
4000 6142.4811 6727.6466
