TamanhoMatriz L2CACHE ANTES DEPOIS
64 0.3315 0.2944
100 0.3470 0.2831
128 0.3540 0.2706
200 0.3598 0.2651
256 0.3896 0.2411
512 0.3340 0.2933
600 0.3087 0.2587
900 0.2995 0.2570
1024 0.2979 0.2830
2000 0.3013 0.2743
2048 0.2946 0.2851
3000 0.2425 0.2777
4000 0.2453 0.2808
