TamanhoMatriz ENERGY ANTES DEPOIS
64 0.0109 0.0105
100 0.0335 0.0344
128 0.1014 0.0798
200 0.3535 0.3121
256 1.1396 0.7060
512 9.2303 5.7183
600 10.7216 8.5422
900 38.8691 28.8940
1024 154.4645 63.3437
2000 480.7277 347.5648
2048 1442.5110 561.9071
3000 1862.7150 1179.6040
4000 5594.6190 3071.9680
