TamanhoMatriz ENERGY ANTES DEPOIS
64 0.0116 0
100 0.0115 0.0115
128 0 0
200 0 0
256 0 0
512 0 0.0119
600 0.0116 0.0101
900 0.0233 0.0231
1024 0.0352 0.0244
2000 0.1199 0.1179
2048 0.1314 0.1170
3000 0.2817 0.2568
4000 0.5150 0.4480
